question,correct,incorrect,__index_level_0__
Choose the correct verb form for the following sentence: The singers that the assistants,go,goes,3133
Choose the correct verb form for the following sentence: The aunts that the drivers,are,is,3135
Choose the correct verb form for the following sentence: The boy that the parents,do,does,3138
Choose the correct verb form for the following sentence: The farmers that the skater,goes,go,3139
Choose the correct verb form for the following sentence: The teachers that the architect,is,are,3141
Choose the correct verb form for the following sentence: The kids that the skater,is,are,3145
Choose the correct verb form for the following sentence: The uncles that the executives,go,goes,3146
Choose the correct verb form for the following sentence: The kids that the assistant,goes,go,3152
Choose the correct verb form for the following sentence: The lawyers that the architect,is,are,3154
Choose the correct verb form for the following sentence: The woman that the guard,has,have,3155
Choose the correct verb form for the following sentence: The fathers that the guard,has,have,3156
Choose the correct verb form for the following sentence: The kid that the driver,is,are,3160
Choose the correct verb form for the following sentence: The poet that the driver,is,are,3161
Choose the correct verb form for the following sentence: The teacher that the architects,do,does,3163
Choose the correct verb form for the following sentence: The friends that the architects,do,does,3164
Choose the correct verb form for the following sentence: The teachers that the dancers,do,does,3166
Choose the correct verb form for the following sentence: The carpenters that the executives,do,does,3168
Choose the correct verb form for the following sentence: The woman that the chefs,have,has,3172
Choose the correct verb form for the following sentence: The man that the ministers,are,is,3174
Choose the correct verb form for the following sentence: The uncles that the chef,has,have,3175
Choose the correct verb form for the following sentence: The man that the executives,have,has,3179
Choose the correct verb form for the following sentence: The uncles that the assistants,do,does,3180
Choose the correct verb form for the following sentence: The victim that the minister,has,have,3183
Choose the correct verb form for the following sentence: The guys that the minister,has,have,3185
Choose the correct verb form for the following sentence: The fathers that the driver,does,do,3187
Choose the correct verb form for the following sentence: The mothers that the driver,has,have,3189
Choose the correct verb form for the following sentence: The man that the architect,is,are,3190
Choose the correct verb form for the following sentence: The guys that the drivers,go,goes,3196
Choose the correct verb form for the following sentence: The woman that the assistants,have,has,3201
Choose the correct verb form for the following sentence: The guys that the chef,goes,go,3202
Choose the correct verb form for the following sentence: The doctor that the architect,goes,go,3204
Choose the correct verb form for the following sentence: The uncle that the guard,does,do,3205
Choose the correct verb form for the following sentence: The boy that the minister,is,are,3209
Choose the correct verb form for the following sentence: The kids that the guard,is,are,3210
Choose the correct verb form for the following sentence: The aunts that the ministers,do,does,3214
Choose the correct verb form for the following sentence: The teacher that the driver,does,do,3215
Choose the correct verb form for the following sentence: The singers that the assistant,goes,go,3216
Choose the correct verb form for the following sentence: The friend that the chef,goes,go,3217
Choose the correct verb form for the following sentence: The father that the skater,is,are,3222
Choose the correct verb form for the following sentence: The woman that the drivers,do,does,3228
Choose the correct verb form for the following sentence: The doctor that the dancer,goes,go,3230
Choose the correct verb form for the following sentence: The boys that the dancers,do,does,3231
Choose the correct verb form for the following sentence: The doctors that the architect,does,do,3237
Choose the correct verb form for the following sentence: The lawyers that the parents,are,is,3238
Choose the correct verb form for the following sentence: The mother that the chef,does,do,3242
Choose the correct verb form for the following sentence: The boys that the drivers,do,does,3243
Choose the correct verb form for the following sentence: The aunts that the architects,are,is,3247
Choose the correct verb form for the following sentence: The singers that the guard,has,have,3248
Choose the correct verb form for the following sentence: The athlete that the minister,does,do,3249
Choose the correct verb form for the following sentence: The doctors that the executive,goes,go,3250
Choose the correct verb form for the following sentence: The doctors that the chef,is,are,3253
Choose the correct verb form for the following sentence: The lawyer that the ministers,do,does,3258
Choose the correct verb form for the following sentence: The friend that the ministers,have,has,3262
Choose the correct verb form for the following sentence: The athletes that the executives,go,goes,3264
Choose the correct verb form for the following sentence: The singers that the parents,do,does,3268
Choose the correct verb form for the following sentence: The man that the architects,go,goes,3269
Choose the correct verb form for the following sentence: The uncles that the guard,is,are,3270
Choose the correct verb form for the following sentence: The girl that the minister,does,do,3272
Choose the correct verb form for the following sentence: The victim that the guards,are,is,3274
Choose the correct verb form for the following sentence: The women that the architect,goes,go,3275
Choose the correct verb form for the following sentence: The kids that the assistants,do,does,3277
Choose the correct verb form for the following sentence: The teacher that the executive,has,have,3279
Choose the correct verb form for the following sentence: The doctor that the parent,goes,go,3286
Choose the correct verb form for the following sentence: The farmers that the skaters,go,goes,3291
Choose the correct verb form for the following sentence: The aunts that the chefs,go,goes,3292
Choose the correct verb form for the following sentence: The guy that the chefs,go,goes,3294
Choose the correct verb form for the following sentence: The doctor that the skaters,do,does,3297
Choose the correct verb form for the following sentence: The friend that the guards,have,has,3299
Choose the correct verb form for the following sentence: The athlete that the dancers,go,goes,3300
Choose the correct verb form for the following sentence: The uncle that the architect,is,are,3301
Choose the correct verb form for the following sentence: The uncles that the ministers,have,has,3304
Choose the correct verb form for the following sentence: The farmers that the driver,has,have,3307
Choose the correct verb form for the following sentence: The guys that the guards,are,is,3311
Choose the correct verb form for the following sentence: The carpenter that the parent,goes,go,3314
Choose the correct verb form for the following sentence: The girls that the chefs,are,is,3317
Choose the correct verb form for the following sentence: The doctors that the ministers,do,does,3318
Choose the correct verb form for the following sentence: The kid that the minister,does,do,3322
Choose the correct verb form for the following sentence: The mother that the executives,do,does,3324
Choose the correct verb form for the following sentence: The father that the chefs,do,does,3341
Choose the correct verb form for the following sentence: The girl that the guard,is,are,3343
Choose the correct verb form for the following sentence: The uncles that the driver,is,are,3348
Choose the correct verb form for the following sentence: The boys that the skaters,have,has,3349
Choose the correct verb form for the following sentence: The doctors that the guards,have,has,3353
Choose the correct verb form for the following sentence: The girl that the drivers,do,does,3356
Choose the correct verb form for the following sentence: The guy that the dancers,have,has,3357
Choose the correct verb form for the following sentence: The carpenter that the drivers,have,has,3358
Choose the correct verb form for the following sentence: The women that the dancer,has,have,3359
Choose the correct verb form for the following sentence: The aunts that the executives,go,goes,3361
Choose the correct verb form for the following sentence: The man that the minister,goes,go,3369
Choose the correct verb form for the following sentence: The uncles that the executive,is,are,3371
Choose the correct verb form for the following sentence: The athlete that the drivers,have,has,3374
Choose the correct verb form for the following sentence: The kids that the architects,have,has,3379
Choose the correct verb form for the following sentence: The father that the assistants,go,goes,3380
Choose the correct verb form for the following sentence: The poets that the architects,go,goes,3381
Choose the correct verb form for the following sentence: The farmers that the ministers,are,is,3389
Choose the correct verb form for the following sentence: The friend that the executive,does,do,3390
Choose the correct verb form for the following sentence: The boys that the guard,goes,go,3401
Choose the correct verb form for the following sentence: The friend that the dancers,go,goes,3402
Choose the correct verb form for the following sentence: The woman that the executive,is,are,3403
Choose the correct verb form for the following sentence: The boys that the executives,have,has,3405
Choose the correct verb form for the following sentence: The man that the assistants,do,does,3407
Choose the correct verb form for the following sentence: The kids that the architect,is,are,3412
Choose the correct verb form for the following sentence: The women that the chef,is,are,3432
Choose the correct verb form for the following sentence: The singers that the architects,have,has,3434
Choose the correct verb form for the following sentence: The teacher that the guards,go,goes,3435
Choose the correct verb form for the following sentence: The women that the drivers,are,is,3436
Choose the correct verb form for the following sentence: The friends that the parent,is,are,3439
Choose the correct verb form for the following sentence: The boys that the driver,is,are,3443
Choose the correct verb form for the following sentence: The farmers that the dancer,has,have,3444
Choose the correct verb form for the following sentence: The lawyer that the assistant,is,are,3445
Choose the correct verb form for the following sentence: The doctors that the driver,goes,go,3450
Choose the correct verb form for the following sentence: The girls that the dancer,goes,go,3461
Choose the correct verb form for the following sentence: The poet that the assistants,are,is,3467
Choose the correct verb form for the following sentence: The carpenters that the driver,is,are,3468
Choose the correct verb form for the following sentence: The guy that the guards,go,goes,3478
Choose the correct verb form for the following sentence: The lawyer that the architect,goes,go,3486
Choose the correct verb form for the following sentence: The carpenters that the guard,is,are,3496
Choose the correct verb form for the following sentence: The farmer that the architect,does,do,3516
Choose the correct verb form for the following sentence: The lawyer that the drivers,do,does,3517
Choose the correct verb form for the following sentence: The lawyer that the chef,goes,go,3519
Choose the correct verb form for the following sentence: The lawyer that the executive,does,do,3523
Choose the correct verb form for the following sentence: The girls that the parent,goes,go,3526
Choose the correct verb form for the following sentence: The aunt that the dancer,goes,go,3529
Choose the correct verb form for the following sentence: The friends that the assistants,do,does,3531
Choose the correct verb form for the following sentence: The boys that the executive,does,do,3532
Choose the correct verb form for the following sentence: The farmers that the minister,has,have,3542
Choose the correct verb form for the following sentence: The mother that the executive,has,have,3543
Choose the correct verb form for the following sentence: The friend that the minister,goes,go,3555
Choose the correct verb form for the following sentence: The uncles that the architect,does,do,3564
Choose the correct verb form for the following sentence: The mothers that the assistant,has,have,3566
Choose the correct verb form for the following sentence: The fathers that the executives,go,goes,3572
Choose the correct verb form for the following sentence: The farmers that the assistants,go,goes,3575
Choose the correct verb form for the following sentence: The poet that the minister,does,do,3582
Choose the correct verb form for the following sentence: The friend that the guard,does,do,3586
Choose the correct verb form for the following sentence: The lawyer that the skaters,go,goes,3593
Choose the correct verb form for the following sentence: The men that the assistants,go,goes,3600
Choose the correct verb form for the following sentence: The friends that the ministers,are,is,3608
Choose the correct verb form for the following sentence: The aunt that the minister,has,have,3616
Choose the correct verb form for the following sentence: The friend that the assistants,do,does,3623
Choose the correct verb form for the following sentence: The uncles that the assistant,is,are,3629
Choose the correct verb form for the following sentence: The victim that the dancer,is,are,3635
Choose the correct verb form for the following sentence: The aunts that the dancers,are,is,3639
Choose the correct verb form for the following sentence: The woman that the parents,do,does,3647
Choose the correct verb form for the following sentence: The teachers that the assistants,do,does,3668
Choose the correct verb form for the following sentence: The father that the minister,has,have,3678
Choose the correct verb form for the following sentence: The lawyers that the executive,has,have,3679
Choose the correct verb form for the following sentence: The boy that the dancers,go,goes,3685
Choose the correct verb form for the following sentence: The athlete that the assistant,is,are,3688
Choose the correct verb form for the following sentence: The kid that the parent,has,have,3690
Choose the correct verb form for the following sentence: The victims that the drivers,go,goes,3704
Choose the correct verb form for the following sentence: The girl that the skaters,are,is,3705
Choose the correct verb form for the following sentence: The aunts that the assistant,does,do,3709
Choose the correct verb form for the following sentence: The fathers that the drivers,are,is,3710
Choose the correct verb form for the following sentence: The girls that the architects,are,is,3712
Choose the correct verb form for the following sentence: The uncle that the assistants,have,has,3731
Choose the correct verb form for the following sentence: The uncles that the chefs,have,has,3741
Choose the correct verb form for the following sentence: The friends that the guard,does,do,3743
Choose the correct verb form for the following sentence: The doctor that the guard,goes,go,3750
Choose the correct verb form for the following sentence: The uncle that the chefs,go,goes,3767
Choose the correct verb form for the following sentence: The guy that the guard,has,have,3768
Choose the correct verb form for the following sentence: The mother that the guard,does,do,3777
Choose the correct verb form for the following sentence: The teachers that the dancer,does,do,3780
Choose the correct verb form for the following sentence: The doctor that the assistants,go,goes,3783
Choose the correct verb form for the following sentence: The aunts that the minister,does,do,3785
Choose the correct verb form for the following sentence: The men that the driver,does,do,3786
Choose the correct verb form for the following sentence: The father that the guard,has,have,3787
Choose the correct verb form for the following sentence: The teacher that the skaters,are,is,3788
Choose the correct verb form for the following sentence: The victim that the driver,is,are,3789
Choose the correct verb form for the following sentence: The kid that the skater,goes,go,3790
Choose the correct verb form for the following sentence: The doctor that the executives,are,is,3794
Choose the correct verb form for the following sentence: The athlete that the skaters,do,does,3803
Choose the correct verb form for the following sentence: The mothers that the architects,do,does,3804
Choose the correct verb form for the following sentence: The victim that the assistant,does,do,3807
Choose the correct verb form for the following sentence: The singers that the ministers,have,has,3812
Choose the correct verb form for the following sentence: The uncles that the dancers,have,has,3817
Choose the correct verb form for the following sentence: The aunt that the skaters,have,has,3819
Choose the correct verb form for the following sentence: The uncle that the dancers,go,goes,3824
Choose the correct verb form for the following sentence: The mother that the minister,is,are,3830
Choose the correct verb form for the following sentence: The friends that the chef,does,do,3831
Choose the correct verb form for the following sentence: The women that the guard,goes,go,3833
Choose the correct verb form for the following sentence: The uncles that the drivers,do,does,3836
Choose the correct verb form for the following sentence: The fathers that the skaters,do,does,3846
Choose the correct verb form for the following sentence: The girls that the guards,have,has,3859
Choose the correct verb form for the following sentence: The carpenter that the dancer,is,are,3861
Choose the correct verb form for the following sentence: The uncle that the dancer,does,do,3863
Choose the correct verb form for the following sentence: The victim that the chef,has,have,3872
Choose the correct verb form for the following sentence: The farmer that the assistant,goes,go,3880
Choose the correct verb form for the following sentence: The woman that the executives,are,is,3882
Choose the correct verb form for the following sentence: The athlete that the skater,goes,go,3893
Choose the correct verb form for the following sentence: The man that the skaters,are,is,3920
Choose the correct verb form for the following sentence: The mothers that the ministers,are,is,3925
Choose the correct verb form for the following sentence: The singer that the skaters,go,goes,3952
Choose the correct verb form for the following sentence: The farmer that the chefs,are,is,3961
Choose the correct verb form for the following sentence: The singer that the ministers,have,has,3963
Choose the correct verb form for the following sentence: The women that the parent,is,are,3966
Choose the correct verb form for the following sentence: The athletes that the skater,has,have,3967
Choose the correct verb form for the following sentence: The boy that the architect,does,do,3982
Choose the correct verb form for the following sentence: The carpenters that the skater,does,do,3983
Choose the correct verb form for the following sentence: The friends that the parents,go,goes,3987
Choose the correct verb form for the following sentence: The guys that the parents,go,goes,3997
Choose the correct verb form for the following sentence: The aunt that the guards,do,does,3998
Choose the correct verb form for the following sentence: The men that the parent,does,do,4020
Choose the correct verb form for the following sentence: The father that the drivers,do,does,4025
Choose the correct verb form for the following sentence: The kid that the ministers,are,is,4034
Choose the correct verb form for the following sentence: The farmers that the architect,has,have,4036
Choose the correct verb form for the following sentence: The kids that the minister,is,are,4050
Choose the correct verb form for the following sentence: The men that the guard,goes,go,4053
Choose the correct verb form for the following sentence: The fathers that the parent,does,do,4054
Choose the correct verb form for the following sentence: The doctor that the minister,does,do,4065
Choose the correct verb form for the following sentence: The poets that the chefs,are,is,4087
Choose the correct verb form for the following sentence: The boys that the chefs,go,goes,4100
Choose the correct verb form for the following sentence: The aunt that the architect,does,do,4101
Choose the correct verb form for the following sentence: The singers that the skater,has,have,4116
Choose the correct verb form for the following sentence: The athlete that the executive,does,do,4121
Choose the correct verb form for the following sentence: The doctor that the chef,does,do,4133
Choose the correct verb form for the following sentence: The boy that the dancer,does,do,4141
Choose the correct verb form for the following sentence: The aunt that the driver,goes,go,4168
Choose the correct verb form for the following sentence: The athletes that the ministers,go,goes,4174
Choose the correct verb form for the following sentence: The mother that the dancers,have,has,4179
Choose the correct verb form for the following sentence: The victim that the architects,have,has,4195
Choose the correct verb form for the following sentence: The boys that the architects,go,goes,4202
Choose the correct verb form for the following sentence: The doctors that the chefs,have,has,4209
Choose the correct verb form for the following sentence: The friend that the assistant,does,do,4219
Choose the correct verb form for the following sentence: The boy that the skater,goes,go,4248
Choose the correct verb form for the following sentence: The man that the chef,is,are,4249
Choose the correct verb form for the following sentence: The aunts that the skaters,are,is,4251
Choose the correct verb form for the following sentence: The men that the dancers,go,goes,4255
Choose the correct verb form for the following sentence: The lawyers that the executives,go,goes,4265
Choose the correct verb form for the following sentence: The guy that the executive,has,have,4268
Choose the correct verb form for the following sentence: The athletes that the assistant,has,have,4270
Choose the correct verb form for the following sentence: The singers that the dancer,goes,go,4285
Choose the correct verb form for the following sentence: The mothers that the assistants,do,does,4307
Choose the correct verb form for the following sentence: The boy that the executives,do,does,4312
Choose the correct verb form for the following sentence: The teacher that the assistant,is,are,4321
Choose the correct verb form for the following sentence: The kid that the dancers,go,goes,4324
Choose the correct verb form for the following sentence: The teachers that the parent,goes,go,4325
Choose the correct verb form for the following sentence: The teacher that the drivers,do,does,4382
Choose the correct verb form for the following sentence: The lawyers that the chefs,go,goes,4391
Choose the correct verb form for the following sentence: The doctors that the drivers,have,has,4426
Choose the correct verb form for the following sentence: The athlete that the guards,have,has,4440
Choose the correct verb form for the following sentence: The men that the chef,is,are,4445
Choose the correct verb form for the following sentence: The women that the chefs,go,goes,4473
Choose the correct verb form for the following sentence: The carpenters that the assistant,is,are,4522
Choose the correct verb form for the following sentence: The doctors that the assistants,are,is,4554
Choose the correct verb form for the following sentence: The farmer that the chef,is,are,4555
Choose the correct verb form for the following sentence: The man that the parents,do,does,4576
Choose the correct verb form for the following sentence: The woman that the dancers,are,is,4580
Choose the correct verb form for the following sentence: The girl that the parent,goes,go,4590
Choose the correct verb form for the following sentence: The boy that the architects,do,does,4600
Choose the correct verb form for the following sentence: The singers that the executive,does,do,4613
Choose the correct verb form for the following sentence: The father that the guards,have,has,4617
Choose the correct verb form for the following sentence: The lawyers that the parent,is,are,4621
Choose the correct verb form for the following sentence: The men that the ministers,have,has,4636
Choose the correct verb form for the following sentence: The poet that the skaters,go,goes,4675
Choose the correct verb form for the following sentence: The singer that the driver,is,are,4680
Choose the correct verb form for the following sentence: The carpenter that the chef,goes,go,4687
Choose the correct verb form for the following sentence: The girl that the assistants,have,has,4734
Choose the correct verb form for the following sentence: The athlete that the parent,has,have,4744
Choose the correct verb form for the following sentence: The father that the dancers,are,is,4765
Choose the correct verb form for the following sentence: The farmers that the guard,goes,go,4792
Choose the correct verb form for the following sentence: The athletes that the dancers,go,goes,4811
Choose the correct verb form for the following sentence: The guys that the executives,go,goes,4891
Choose the correct verb form for the following sentence: The friend that the executives,do,does,4896
Choose the correct verb form for the following sentence: The fathers that the parents,go,goes,4920
Choose the correct verb form for the following sentence: The women that the executive,goes,go,4926
Choose the correct verb form for the following sentence: The kid that the parents,are,is,4957
Choose the correct verb form for the following sentence: The lawyer that the guard,does,do,4964
Choose the correct verb form for the following sentence: The women that the driver,is,are,4984
Choose the correct verb form for the following sentence: The friends that the skater,is,are,4987
Choose the correct verb form for the following sentence: The uncle that the chef,has,have,4989
Choose the correct verb form for the following sentence: The carpenter that the skaters,have,has,4991
Choose the correct verb form for the following sentence: The athletes that the guard,does,do,4999
Choose the correct verb form for the following sentence: The lawyers that the architects,go,goes,5028
Choose the correct verb form for the following sentence: The poets that the assistant,goes,go,5043
Choose the correct verb form for the following sentence: The farmer that the assistants,go,goes,5093
Choose the correct verb form for the following sentence: The aunt that the parent,goes,go,5168
Choose the correct verb form for the following sentence: The kid that the dancer,goes,go,5222
Choose the correct verb form for the following sentence: The mother that the parent,is,are,5265
Choose the correct verb form for the following sentence: The doctor that the driver,goes,go,5297
Choose the correct verb form for the following sentence: The lawyer that the dancers,go,goes,5319
Choose the correct verb form for the following sentence: The lawyer that the executives,go,goes,5327
Choose the correct verb form for the following sentence: The friends that the driver,is,are,5391
Choose the correct verb form for the following sentence: The athletes that the architects,do,does,5499
Choose the correct verb form for the following sentence: The victims that the chefs,do,does,5529
Choose the correct verb form for the following sentence: The farmer that the skaters,are,is,5612
Choose the correct verb form for the following sentence: The doctor that the executive,has,have,5640
Choose the correct verb form for the following sentence: The men that the skater,goes,go,5658
Choose the correct verb form for the following sentence: The woman that the driver,does,do,5692
Choose the correct verb form for the following sentence: The poets that the parent,does,do,5821
Choose the correct verb form for the following sentence: The singers that the chef,goes,go,5921
Choose the correct verb form for the following sentence: The singer that the chefs,are,is,6708
Choose the correct verb form for the following sentence: The farmers that the chef,is,are,7621
Choose the correct verb form for the following sentence: The woman that the executives like,does,do,14408
Choose the correct verb form for the following sentence: The mothers that the dancers praise,have,has,14409
Choose the correct verb form for the following sentence: The uncle that the chefs hate,does,do,14418
Choose the correct verb form for the following sentence: The guy that the architect visits,goes,go,14424
Choose the correct verb form for the following sentence: The athlete that the guard visits,has,have,14428
Choose the correct verb form for the following sentence: The poet that the architects like,has,have,14429
Choose the correct verb form for the following sentence: The boys that the chef informs,are,is,14445
Choose the correct verb form for the following sentence: The carpenters that the driver visits,are,is,14457
Choose the correct verb form for the following sentence: The kid that the chefs like,goes,go,14464
Choose the correct verb form for the following sentence: The mothers that the chef hates,go,goes,14468
Choose the correct verb form for the following sentence: The farmers that the parents follow,go,goes,14469
Choose the correct verb form for the following sentence: The uncle that the parents like,does,do,14473
Choose the correct verb form for the following sentence: The man that the drivers praise,does,do,14489
Choose the correct verb form for the following sentence: The guy that the dancer hates,is,are,14494
Choose the correct verb form for the following sentence: The mothers that the parent describes,are,is,14502
Choose the correct verb form for the following sentence: The woman that the chefs praise,is,are,14503
Choose the correct verb form for the following sentence: The guys that the architects hate,have,has,14506
Choose the correct verb form for the following sentence: The women that the drivers like,are,is,14507
Choose the correct verb form for the following sentence: The lawyers that the guards influence,are,is,14510
Choose the correct verb form for the following sentence: The victim that the dancer praises,has,have,14525
Choose the correct verb form for the following sentence: The woman that the assistant influences,goes,go,14527
Choose the correct verb form for the following sentence: The friends that the driver influences,are,is,14528
Choose the correct verb form for the following sentence: The aunt that the architect describes,has,have,14537
Choose the correct verb form for the following sentence: The aunts that the assistants hate,have,has,14538
Choose the correct verb form for the following sentence: The farmers that the dancers influence,have,has,14540
Choose the correct verb form for the following sentence: The guy that the dancer likes,goes,go,14552
Choose the correct verb form for the following sentence: The singers that the dancer informs,do,does,14555
Choose the correct verb form for the following sentence: The father that the executive protects,is,are,14557
Choose the correct verb form for the following sentence: The boys that the dancers visit,have,has,14559
Choose the correct verb form for the following sentence: The woman that the assistants call,goes,go,14560
Choose the correct verb form for the following sentence: The farmers that the guards hate,do,does,14566
Choose the correct verb form for the following sentence: The poet that the guard hates,has,have,14574
Choose the correct verb form for the following sentence: The kids that the chefs hate,go,goes,14575
Choose the correct verb form for the following sentence: The guy that the driver influences,has,have,14582
Choose the correct verb form for the following sentence: The man that the dancer protects,goes,go,14586
Choose the correct verb form for the following sentence: The boy that the chefs forgive,is,are,14588
Choose the correct verb form for the following sentence: The uncle that the minister protects,goes,go,14590
Choose the correct verb form for the following sentence: The teacher that the parents hate,is,are,14591
Choose the correct verb form for the following sentence: The girls that the dancer visits,are,is,14593
Choose the correct verb form for the following sentence: The girl that the minister protects,is,are,14602
Choose the correct verb form for the following sentence: The doctors that the guard likes,do,does,14611
Choose the correct verb form for the following sentence: The uncles that the skater influences,do,does,14614
Choose the correct verb form for the following sentence: The boys that the guards like,do,does,14622
Choose the correct verb form for the following sentence: The women that the assistants describe,are,is,14626
Choose the correct verb form for the following sentence: The teacher that the drivers visit,has,have,14627
Choose the correct verb form for the following sentence: The doctors that the architects inform,do,does,14631
Choose the correct verb form for the following sentence: The mothers that the architects visit,do,does,14632
Choose the correct verb form for the following sentence: The women that the skater praises,go,goes,14636
Choose the correct verb form for the following sentence: The victims that the architects like,have,has,14639
Choose the correct verb form for the following sentence: The victims that the parent praises,have,has,14641
Choose the correct verb form for the following sentence: The friends that the architects influence,have,has,14642
Choose the correct verb form for the following sentence: The athletes that the guard influences,do,does,14646
Choose the correct verb form for the following sentence: The victims that the dancers forgive,have,has,14653
Choose the correct verb form for the following sentence: The aunts that the executive calls,are,is,14661
Choose the correct verb form for the following sentence: The athlete that the executive describes,has,have,14667
Choose the correct verb form for the following sentence: The men that the chef protects,are,is,14669
Choose the correct verb form for the following sentence: The kids that the ministers like,have,has,14677
Choose the correct verb form for the following sentence: The girls that the guards influence,go,goes,14687
Choose the correct verb form for the following sentence: The woman that the executive informs,is,are,14688
Choose the correct verb form for the following sentence: The woman that the skaters influence,does,do,14691
Choose the correct verb form for the following sentence: The victim that the parent praises,goes,go,14693
Choose the correct verb form for the following sentence: The fathers that the minister protects,do,does,14700
Choose the correct verb form for the following sentence: The friend that the assistants hate,goes,go,14704
Choose the correct verb form for the following sentence: The athlete that the guard informs,is,are,14708
Choose the correct verb form for the following sentence: The lawyer that the architect influences,does,do,14709
Choose the correct verb form for the following sentence: The singers that the architect informs,are,is,14716
Choose the correct verb form for the following sentence: The doctors that the dancer protects,go,goes,14720
Choose the correct verb form for the following sentence: The teachers that the dancers hate,have,has,14724
Choose the correct verb form for the following sentence: The guy that the dancer influences,has,have,14727
Choose the correct verb form for the following sentence: The farmers that the executives influence,do,does,14730
Choose the correct verb form for the following sentence: The doctors that the drivers praise,are,is,14740
Choose the correct verb form for the following sentence: The guys that the skaters forgive,are,is,14741
Choose the correct verb form for the following sentence: The singer that the parent follows,does,do,14745
Choose the correct verb form for the following sentence: The men that the minister protects,do,does,14747
Choose the correct verb form for the following sentence: The uncles that the assistant protects,do,does,14762
Choose the correct verb form for the following sentence: The man that the guard follows,does,do,14763
Choose the correct verb form for the following sentence: The father that the parent informs,goes,go,14765
Choose the correct verb form for the following sentence: The victim that the architects visit,is,are,14767
Choose the correct verb form for the following sentence: The mothers that the guard protects,do,does,14768
Choose the correct verb form for the following sentence: The mother that the driver likes,has,have,14773
Choose the correct verb form for the following sentence: The victims that the drivers influence,have,has,14776
Choose the correct verb form for the following sentence: The poets that the assistants inform,are,is,14777
Choose the correct verb form for the following sentence: The aunts that the skaters call,have,has,14781
Choose the correct verb form for the following sentence: The farmer that the drivers visit,does,do,14785
Choose the correct verb form for the following sentence: The aunts that the skater influences,go,goes,14788
Choose the correct verb form for the following sentence: The carpenter that the guard influences,has,have,14801
Choose the correct verb form for the following sentence: The singers that the guards forgive,are,is,14814
Choose the correct verb form for the following sentence: The victim that the guards visit,goes,go,14818
Choose the correct verb form for the following sentence: The lawyer that the minister protects,does,do,14849
Choose the correct verb form for the following sentence: The father that the parents visit,has,have,14854
Choose the correct verb form for the following sentence: The man that the minister forgives,goes,go,14855
Choose the correct verb form for the following sentence: The mothers that the chef forgives,have,has,14863
Choose the correct verb form for the following sentence: The carpenter that the skater describes,has,have,14865
Choose the correct verb form for the following sentence: The girl that the executives call,is,are,14868
Choose the correct verb form for the following sentence: The poet that the parent forgives,does,do,14877
Choose the correct verb form for the following sentence: The kid that the assistants hate,has,have,14880
Choose the correct verb form for the following sentence: The victim that the drivers call,goes,go,14886
Choose the correct verb form for the following sentence: The athletes that the minister likes,go,goes,14904
Choose the correct verb form for the following sentence: The woman that the skater calls,has,have,14912
Choose the correct verb form for the following sentence: The women that the driver hates,go,goes,14914
Choose the correct verb form for the following sentence: The athlete that the dancer informs,is,are,14916
Choose the correct verb form for the following sentence: The uncle that the assistants like,goes,go,14923
Choose the correct verb form for the following sentence: The singers that the architects hate,do,does,14926
Choose the correct verb form for the following sentence: The carpenter that the executive praises,is,are,14929
Choose the correct verb form for the following sentence: The mothers that the skaters like,do,does,14934
Choose the correct verb form for the following sentence: The lawyers that the architects inform,have,has,14947
Choose the correct verb form for the following sentence: The father that the minister calls,does,do,14951
Choose the correct verb form for the following sentence: The girls that the dancer influences,go,goes,14965
Choose the correct verb form for the following sentence: The farmer that the parent forgives,is,are,14969
Choose the correct verb form for the following sentence: The farmer that the parents influence,goes,go,14977
Choose the correct verb form for the following sentence: The guys that the dancers hate,go,goes,14980
Choose the correct verb form for the following sentence: The kids that the executive forgives,are,is,14982
Choose the correct verb form for the following sentence: The lawyers that the guards hate,do,does,14984
Choose the correct verb form for the following sentence: The girls that the chefs influence,are,is,14994
Choose the correct verb form for the following sentence: The carpenters that the executives like,have,has,15006
Choose the correct verb form for the following sentence: The kids that the parents forgive,have,has,15007
Choose the correct verb form for the following sentence: The uncles that the executive likes,are,is,15019
Choose the correct verb form for the following sentence: The victims that the executives forgive,have,has,15028
Choose the correct verb form for the following sentence: The carpenters that the parent describes,have,has,15029
Choose the correct verb form for the following sentence: The fathers that the dancer calls,go,goes,15038
Choose the correct verb form for the following sentence: The athlete that the minister praises,is,are,15039
Choose the correct verb form for the following sentence: The girl that the drivers describe,is,are,15047
Choose the correct verb form for the following sentence: The carpenters that the chef hates,have,has,15056
Choose the correct verb form for the following sentence: The father that the guards visit,does,do,15068
Choose the correct verb form for the following sentence: The victim that the architect hates,does,do,15069
Choose the correct verb form for the following sentence: The farmer that the architect influences,has,have,15077
Choose the correct verb form for the following sentence: The poets that the assistants call,are,is,15090
Choose the correct verb form for the following sentence: The boys that the skater follows,are,is,15101
Choose the correct verb form for the following sentence: The farmer that the executive describes,has,have,15106
Choose the correct verb form for the following sentence: The boy that the skaters visit,has,have,15121
Choose the correct verb form for the following sentence: The poets that the chefs forgive,go,goes,15126
Choose the correct verb form for the following sentence: The lawyers that the skaters praise,are,is,15133
Choose the correct verb form for the following sentence: The doctor that the guards praise,goes,go,15135
Choose the correct verb form for the following sentence: The doctor that the driver protects,does,do,15137
Choose the correct verb form for the following sentence: The doctors that the architects describe,have,has,15139
