question,correct,incorrect
What is the sentiment of the following sentence? A forceful drama of an alienated executive who re-invents himself.,positive,negative
What is the sentiment of the following sentence? Fulford-Wierzbicki ... deftly captures the wise-beyond-her-years teen.,positive,negative
What is the sentiment of the following sentence? Williams absolutely nails Sy's queasy infatuation and overall strangeness.,positive,negative
What is the sentiment of the following sentence? An absurdist spider web.,negative,positive
What is the sentiment of the following sentence? A modestly made but profoundly moving documentary.,positive,negative
What is the sentiment of the following sentence? Discursive but oddly riveting documentary.,positive,negative
What is the sentiment of the following sentence? Consistently clever and suspenseful.,positive,negative
What is the sentiment of the following sentence? The Sweetest Thing leaves an awful sour taste.,negative,positive
What is the sentiment of the following sentence? Imagine Susan Sontag falling in love with Howard Stern.,negative,positive
What is the sentiment of the following sentence? Quitting offers piercing domestic drama with spikes of sly humor.,positive,negative
What is the sentiment of the following sentence? A muted freak-out,negative,positive
What is the sentiment of the following sentence? Catch it... if you can!,positive,negative
"What is the sentiment of the following sentence? Witty, contemplative, and sublimely beautiful.",positive,negative
What is the sentiment of the following sentence? Another useless recycling of a brutal mid-'70s American sports movie.,negative,positive
"What is the sentiment of the following sentence? A depraved, incoherent, instantly disposable piece of hackery.",negative,positive
What is the sentiment of the following sentence? A really good premise is frittered away in middle-of-the-road blandness.,negative,positive
What is the sentiment of the following sentence? Bouquet gives a performance that is masterly.,positive,negative
What is the sentiment of the following sentence? This thing works on no level whatsoever for me.,negative,positive
What is the sentiment of the following sentence? An hour and a half of joyful solo performance.,positive,negative
What is the sentiment of the following sentence? A listless and desultory affair.,negative,positive
"What is the sentiment of the following sentence? Ponderous, plodding soap opera disguised as a feature film.",negative,positive
What is the sentiment of the following sentence? A very depressing movie of many missed opportunities.,negative,positive
"What is the sentiment of the following sentence? Enjoyably fast-moving, hard-hitting documentary.",positive,negative
What is the sentiment of the following sentence? Worth catching for Griffiths' warm and winning central performance.,positive,negative
What is the sentiment of the following sentence? Nothing about this movie works.,negative,positive
"What is the sentiment of the following sentence? Forgettable, if good-hearted, movie.",negative,positive
"What is the sentiment of the following sentence? An ugly, revolting movie.",negative,positive
"What is the sentiment of the following sentence? A refreshingly realistic, affectation-free coming-of-age tale.",positive,negative
"What is the sentiment of the following sentence? A perceptive, good-natured movie.",positive,negative
What is the sentiment of the following sentence? Banal and predictable.,negative,positive
What is the sentiment of the following sentence? Amazingly dopey.,positive,negative
What is the sentiment of the following sentence? It's a satisfying summer blockbuster and worth a look.,positive,negative
"What is the sentiment of the following sentence? Overwrought, melodramatic bodice-ripper.",negative,positive
What is the sentiment of the following sentence? Takes a simple premise and carries it to unexpected heights.,positive,negative
"What is the sentiment of the following sentence? In The New Guy, even the bull gets recycled.",negative,positive
What is the sentiment of the following sentence? It's Splash without the jokes.,negative,positive
What is the sentiment of the following sentence? Did we really need a remake of ``Charade?'',negative,positive
"What is the sentiment of the following sentence? A solid, psychological action film from Hong Kong.",positive,negative
"What is the sentiment of the following sentence? The satire is unfocused, while the story goes nowhere.",negative,positive
What is the sentiment of the following sentence? Something must have been lost in the translation.,negative,positive
What is the sentiment of the following sentence? The film desperately sinks further and further into comedy futility.,negative,positive
What is the sentiment of the following sentence? Extremely bad.,negative,positive
What is the sentiment of the following sentence? The rollerball sequences feel sanitised and stagey.,negative,positive
"What is the sentiment of the following sentence? Invigorating, surreal, and resonant with a rainbow of emotion.",positive,negative
"What is the sentiment of the following sentence? A tired, unimaginative and derivative variation of that already-shallow genre.",negative,positive
"What is the sentiment of the following sentence? The cast is phenomenal, especially the women.",positive,negative
"What is the sentiment of the following sentence? ...a cheap, ludicrous attempt at serious horror.",negative,positive
What is the sentiment of the following sentence? Tiresomely derivative and hammily acted.,negative,positive
"What is the sentiment of the following sentence? Fast-paced and wonderfully edited, the film is extremely thorough.",positive,negative
What is the sentiment of the following sentence? It's definitely a step in the right direction.,positive,negative
What is the sentiment of the following sentence? There's nothing remotely topical or sexy here.,negative,positive
"What is the sentiment of the following sentence? Unexpected, and often contradictory, truths emerge.",positive,negative
What is the sentiment of the following sentence? The densest distillation of Roberts' movies ever made.,negative,positive
What is the sentiment of the following sentence? Murder by Numbers just doesn't add up.,negative,positive
"What is the sentiment of the following sentence? A so-so, made-for-TV something posing as a real movie.",negative,positive
What is the sentiment of the following sentence? This strenuously unfunny Showtime deserves the hook.,negative,positive
"What is the sentiment of the following sentence? Throughout, Mr. Audiard's direction is fluid and quick.",positive,negative
"What is the sentiment of the following sentence? Some episodes work, some don't.",negative,positive
What is the sentiment of the following sentence? Where the film falters is in its tone.,negative,positive
"What is the sentiment of the following sentence? Downbeat, period-perfect biopic hammers home a heavy-handed moralistic message.",positive,negative
What is the sentiment of the following sentence? As steamy as last week's pork dumplings.,negative,positive
"What is the sentiment of the following sentence? Crammed with incident, and bristles with passion and energy.",positive,negative
What is the sentiment of the following sentence? The best part about ``Gangs'' was Daniel Day-Lewis.,positive,negative
"What is the sentiment of the following sentence? An ambitious, guilt-suffused melodrama crippled by poor casting.",negative,positive
What is the sentiment of the following sentence? Ferrara's strongest and most touching movie of recent years.,positive,negative
"What is the sentiment of the following sentence? If you like peace, you'll like Promises.",positive,negative
"What is the sentiment of the following sentence? Philosophically, intellectually and logistically a mess.",negative,positive
What is the sentiment of the following sentence? Intimate and panoramic.,positive,negative
"What is the sentiment of the following sentence? Feels shrill, simple and soapy.",negative,positive
What is the sentiment of the following sentence? A fleet-footed and pleasingly upbeat family diversion.,positive,negative
What is the sentiment of the following sentence? It's virtually impossible to like any of these despicable characters.,negative,positive
What is the sentiment of the following sentence? Decent but dull.,negative,positive
"What is the sentiment of the following sentence? Tells a fascinating, compelling story.",positive,negative
"What is the sentiment of the following sentence? Without Shakespeare's eloquent language, the update is dreary and sluggish.",negative,positive
What is the sentiment of the following sentence? A processed comedy chop suey.,negative,positive
What is the sentiment of the following sentence? It's a very valuable film...,positive,negative
What is the sentiment of the following sentence? The beautifully choreographed kitchen ballet is simple but absorbing.,positive,negative
What is the sentiment of the following sentence? A stirring road movie.,positive,negative
What is the sentiment of the following sentence? A big fat pain.,negative,positive
What is the sentiment of the following sentence? A film of ideas and wry comic mayhem.,positive,negative
What is the sentiment of the following sentence? A surprisingly funny movie.,positive,negative
"What is the sentiment of the following sentence? A moving essay about the specter of death, especially suicide.",positive,negative
What is the sentiment of the following sentence? Poignant and delicately complex.,positive,negative
"What is the sentiment of the following sentence? A weird, arresting little ride.",positive,negative
"What is the sentiment of the following sentence? Cold, Sterile And Lacking Any Color Or Warmth.",negative,positive
What is the sentiment of the following sentence? Eight Legged Freaks falls flat as a spoof.,negative,positive
What is the sentiment of the following sentence? Includes too much obvious padding.,negative,positive
What is the sentiment of the following sentence? A straight-ahead thriller that never rises above superficiality.,negative,positive
"What is the sentiment of the following sentence? A funny, triumphant, and moving documentary.",positive,negative
What is the sentiment of the following sentence? Simply a re-hash of the other seven films.,negative,positive
What is the sentiment of the following sentence? Hard to resist.,positive,negative
What is the sentiment of the following sentence? Qualities that were once amusing are becoming irritating.,negative,positive
What is the sentiment of the following sentence? Do we really need another film that praises female self-sacrifice?,negative,positive
What is the sentiment of the following sentence? Genuinely unnerving.,positive,negative
What is the sentiment of the following sentence? ``Abandon'' will leave you wanting to abandon the theater.,negative,positive
"What is the sentiment of the following sentence? A moving, if uneven, success.",positive,negative
What is the sentiment of the following sentence? Earnest and heartfelt but undernourished and plodding.,positive,negative
What is the sentiment of the following sentence? Move over Bond; this girl deserves a sequel.,positive,negative
What is the sentiment of the following sentence? Jeffrey Tambor's performance as the intelligent jazz-playing exterminator is Oscar-worthy.,positive,negative
What is the sentiment of the following sentence? Shallow.,negative,positive
What is the sentiment of the following sentence? It's just not very smart.,negative,positive
What is the sentiment of the following sentence? An awful snooze.,negative,positive
What is the sentiment of the following sentence? The film is strictly routine.,negative,positive
What is the sentiment of the following sentence? Less than fresh.,negative,positive
"What is the sentiment of the following sentence? Mostly honest, this somber picture reveals itself slowly, intelligently, artfully.",positive,negative
What is the sentiment of the following sentence? Hugely accomplished slice of Hitchcockian suspense.,positive,negative
"What is the sentiment of the following sentence? Smart, sassy interpretation of the Oscar Wilde play.",positive,negative
What is the sentiment of the following sentence? A relative letdown.,negative,positive
What is the sentiment of the following sentence? A moving story of determination and the human spirit.,positive,negative
"What is the sentiment of the following sentence? Its gentle, touching story creeps into your heart.",positive,negative
What is the sentiment of the following sentence? A cleverly crafted but ultimately hollow mockumentary.,negative,positive
"What is the sentiment of the following sentence? Starts promisingly but disintegrates into a dreary, humorless soap opera.",negative,positive
What is the sentiment of the following sentence? A smart little indie.,positive,negative
What is the sentiment of the following sentence? Characterisation has been sacrificed for the sake of spectacle.,negative,positive
What is the sentiment of the following sentence? Morvern rocks.,positive,negative
What is the sentiment of the following sentence? And people make fun of me for liking Showgirls.,negative,positive
What is the sentiment of the following sentence? ...irritating soul-searching garbage.,negative,positive
What is the sentiment of the following sentence? A singularly off-putting romantic comedy.,negative,positive
What is the sentiment of the following sentence? delightfully rendered,positive,negative
What is the sentiment of the following sentence? ...spellbinding fun and deliciously exploitative.,positive,negative
What is the sentiment of the following sentence? A compelling motion picture that illustrates an American tragedy.,positive,negative
What is the sentiment of the following sentence? A weird and wonderful comedy.,positive,negative
"What is the sentiment of the following sentence? Elegant, mannered and teasing.",positive,negative
What is the sentiment of the following sentence? The drama discloses almost nothing.,negative,positive
What is the sentiment of the following sentence? You'll end up moved.,positive,negative
What is the sentiment of the following sentence? Ah-nuld's action hero days might be over.,negative,positive
What is the sentiment of the following sentence? A good thriller.,positive,negative
What is the sentiment of the following sentence? Almost as offensive as ``Freddy Got Fingered.'',negative,positive
"What is the sentiment of the following sentence? A pretty decent kid-pleasing, tolerable-to-adults lark of a movie.",positive,negative
What is the sentiment of the following sentence? This ludicrous film is predictable at every turn.,negative,positive
What is the sentiment of the following sentence? The whole thing plays like a tired Tyco ad.,negative,positive
What is the sentiment of the following sentence? A charmer from Belgium.,positive,negative
What is the sentiment of the following sentence? ...contains very few laughs and even less surprises.,negative,positive
What is the sentiment of the following sentence? a screenplay more ingeniously constructed than ``Memento'',positive,negative
What is the sentiment of the following sentence? One of the most incoherent features in recent memory.,negative,positive
What is the sentiment of the following sentence? Beautiful to watch and holds a certain charm.,positive,negative
"What is the sentiment of the following sentence? An empty, purposeless exercise.",negative,positive
What is the sentiment of the following sentence? ...overly melodramatic...,negative,positive
What is the sentiment of the following sentence? Secretary is just too original to be ignored.,positive,negative
What is the sentiment of the following sentence? It's a diverting enough hour-and-a-half for the family audience.,positive,negative
What is the sentiment of the following sentence? All three women deliver remarkable performances.,positive,negative
"What is the sentiment of the following sentence? A dark, quirky road movie that constantly defies expectation.",positive,negative
"What is the sentiment of the following sentence? ...the story is far-flung, illogical, and plain stupid.",negative,positive
What is the sentiment of the following sentence? One of the worst movies of the year.,negative,positive
What is the sentiment of the following sentence? A brutally dry satire of Middle American numbness.,negative,positive
What is the sentiment of the following sentence? I don't think this movie loves women at all.,negative,positive
What is the sentiment of the following sentence? Its sheer dynamism is infectious.,positive,negative
What is the sentiment of the following sentence? Gives an intriguing twist to the French coming-of-age genre.,positive,negative
What is the sentiment of the following sentence? This u-boat doesn't have a captain.,negative,positive
What is the sentiment of the following sentence? Obvious.,negative,positive
What is the sentiment of the following sentence? This beautifully animated epic is never dull.,positive,negative
What is the sentiment of the following sentence? Poignant Japanese epic about adolescent anomie and heartbreak.,positive,negative
What is the sentiment of the following sentence? About as big a crowdpleaser as they possibly come.,positive,negative
"What is the sentiment of the following sentence? An inexperienced director, Mehta has much to learn.",negative,positive
"What is the sentiment of the following sentence? Has an unmistakable, easy joie de vivre.",positive,negative
What is the sentiment of the following sentence? Hip-hop prison thriller of stupefying absurdity.,negative,positive
What is the sentiment of the following sentence? Never inspires more than an interested detachment.,negative,positive
What is the sentiment of the following sentence? Familiar but utterly delightful.,positive,negative
What is the sentiment of the following sentence? It's a rare window on an artistic collaboration.,positive,negative
"What is the sentiment of the following sentence? The jokes are flat, and the action looks fake.",negative,positive
What is the sentiment of the following sentence? ...quite endearing.,positive,negative
"What is the sentiment of the following sentence? A superlative B movie -- funny, sexy, and rousing.",positive,negative
What is the sentiment of the following sentence? A thriller without a lot of thrills.,negative,positive
What is the sentiment of the following sentence? Odd and weird.,negative,positive
What is the sentiment of the following sentence? Too silly to take seriously.,negative,positive
"What is the sentiment of the following sentence? A compelling yarn, but not quite a ripping one.",positive,negative
What is the sentiment of the following sentence? The leanest and meanest of Solondz's misanthropic comedies.,positive,negative
"What is the sentiment of the following sentence? Exactly what its title implies: lusty, boisterous and utterly charming.",positive,negative
What is the sentiment of the following sentence? A stylish thriller.,positive,negative
What is the sentiment of the following sentence? The movie is a trove of delights.,positive,negative
What is the sentiment of the following sentence? Intriguing and stylish.,positive,negative
"What is the sentiment of the following sentence? Reassuring, retro uplifter.",positive,negative
"What is the sentiment of the following sentence? A wonderful, ghastly film.",positive,negative
"What is the sentiment of the following sentence? There's back-stabbing, inter-racial desire and, most importantly, singing and dancing.",positive,negative
What is the sentiment of the following sentence? Surprisingly powerful and universal.,positive,negative
What is the sentiment of the following sentence? An uneven mix of dark satire and childhood awakening.,negative,positive
What is the sentiment of the following sentence? A lovely and beautifully photographed romance.,positive,negative
What is the sentiment of the following sentence? ... a confusing drudgery.,negative,positive
What is the sentiment of the following sentence? A well-executed spy-thriller.,positive,negative
What is the sentiment of the following sentence? An impenetrable and insufferable ball of pseudo-philosophic twaddle.,negative,positive
What is the sentiment of the following sentence? Comes off like a bad imitation of the Bard.,negative,positive
What is the sentiment of the following sentence? Essentially a collection of bits -- and they're all naughty.,positive,negative
What is the sentiment of the following sentence? The film offers an intriguing what-if premise.,positive,negative
"What is the sentiment of the following sentence? A well-done film of a self-reflexive, philosophical nature.",positive,negative
What is the sentiment of the following sentence? A slight but sweet film.,positive,negative
What is the sentiment of the following sentence? A waste of fearless purity in the acting craft.,negative,positive
What is the sentiment of the following sentence? Bring on the sequel.,positive,negative
"What is the sentiment of the following sentence? This is a movie full of grace and, ultimately, hope.",positive,negative
"What is the sentiment of the following sentence? Funny in a sick, twisted sort of way.",positive,negative
What is the sentiment of the following sentence? It's always fascinating to watch Marker the essayist at work.,positive,negative
What is the sentiment of the following sentence? ...a guiltless film for nice evening out.,positive,negative
What is the sentiment of the following sentence? Needed a little less bling-bling and a lot more romance.,negative,positive
What is the sentiment of the following sentence? Fun and nimble.,positive,negative
What is the sentiment of the following sentence? An alternately fascinating and frustrating documentary.,positive,negative
"What is the sentiment of the following sentence? Its premise is smart, but the execution is pretty weary.",negative,positive
What is the sentiment of the following sentence? Sex is one of those films that aims to confuse.,negative,positive
What is the sentiment of the following sentence? What an embarrassment.,negative,positive
"What is the sentiment of the following sentence? It's not a bad premise, just a bad movie.",negative,positive
What is the sentiment of the following sentence? Feels familiar and tired.,negative,positive
What is the sentiment of the following sentence? One of the funnier movies in town.,positive,negative
What is the sentiment of the following sentence? Brave and sweetly rendered love story.,positive,negative
What is the sentiment of the following sentence? A compelling film.,positive,negative
What is the sentiment of the following sentence? One funny popcorn flick.,positive,negative
What is the sentiment of the following sentence? Never comes together as a coherent whole.,negative,positive
What is the sentiment of the following sentence? A genuinely moving and wisely unsentimental drama.,positive,negative
"What is the sentiment of the following sentence? Hollywood Ending is not show-stoppingly hilarious, but scathingly witty nonetheless.",positive,negative
What is the sentiment of the following sentence? As plain and pedestrian as catsup--,negative,positive
What is the sentiment of the following sentence? Has its moments -- and almost as many subplots.,positive,negative
What is the sentiment of the following sentence? Mediocre fable from Burkina Faso.,negative,positive
What is the sentiment of the following sentence? There's a lot to recommend Read My Lips.,positive,negative
"What is the sentiment of the following sentence? Sunk by way too much indulgence of scene-chewing, teeth-gnashing actorliness.",negative,positive
What is the sentiment of the following sentence? A moving picture that does not move.,negative,positive
What is the sentiment of the following sentence? Delirious fun.,positive,negative
What is the sentiment of the following sentence? The Scorpion King is more fun than Conan the Barbarian.,positive,negative
What is the sentiment of the following sentence? Nicole Kidman makes it a party worth attending.,positive,negative
What is the sentiment of the following sentence? More trifle than triumph.,negative,positive
What is the sentiment of the following sentence? A ragbag of cliches.,negative,positive
What is the sentiment of the following sentence? Russian Ark is a new treasure of the Hermitage.,positive,negative
What is the sentiment of the following sentence? Nice piece of work.,positive,negative
What is the sentiment of the following sentence? It's bedeviled by labored writing and slack direction.,negative,positive
What is the sentiment of the following sentence? I simply can't recommend it enough.,positive,negative
"What is the sentiment of the following sentence? This cloying, voices-from-the-other-side story is hell.",negative,positive
What is the sentiment of the following sentence? There's a reason why halftime is only fifteen minutes long.,negative,positive
What is the sentiment of the following sentence? ...a triumph of emotionally and narratively complex filmmaking.,positive,negative
What is the sentiment of the following sentence? a joyous occasion,positive,negative
What is the sentiment of the following sentence? How this one escaped the Lifetime network I'll never know.,negative,positive
What is the sentiment of the following sentence? A heartening tale of small victories and enduring hope.,positive,negative
"What is the sentiment of the following sentence? It's never laugh-out-loud funny, but it is frequently amusing.",positive,negative
What is the sentiment of the following sentence? Too bad Maggio couldn't come up with a better script.,negative,positive
What is the sentiment of the following sentence? ...``Bowling for Columbine'' remains a disquieting and thought-provoking film...,positive,negative
What is the sentiment of the following sentence? ...another example of how Sandler is losing his touch.,negative,positive
What is the sentiment of the following sentence? A film that's flawed and brilliant in equal measure.,positive,negative
What is the sentiment of the following sentence? The Pool drowned me in boredom.,negative,positive
What is the sentiment of the following sentence? A perfectly pleasant if slightly pokey comedy.,positive,negative
What is the sentiment of the following sentence? The Komediant is a tale worth catching.,positive,negative
What is the sentiment of the following sentence? Plays like the old disease-of-the-week small-screen melodramas.,negative,positive
What is the sentiment of the following sentence? A tour de force of modern cinema.,positive,negative
What is the sentiment of the following sentence? Daring and beautifully made.,positive,negative
What is the sentiment of the following sentence? The mushy finale turns John Q into a movie-of-the-week tearjerker.,positive,negative
What is the sentiment of the following sentence? The performances are remarkable.,positive,negative
What is the sentiment of the following sentence? More intellectually scary than dramatically involving.,negative,positive
What is the sentiment of the following sentence? Rife with nutty cliches and far too much dialogue.,negative,positive
What is the sentiment of the following sentence? A charming but slight comedy.,positive,negative
What is the sentiment of the following sentence? A sharp satire of desperation and cinematic deception.,positive,negative
"What is the sentiment of the following sentence? An awfully good, achingly human picture.",positive,negative
"What is the sentiment of the following sentence? Obvious, obnoxious and didactic burlesque.",negative,positive
What is the sentiment of the following sentence? ...an interesting slice of history.,positive,negative
What is the sentiment of the following sentence? Been there done that.,negative,positive
"What is the sentiment of the following sentence? A deftly entertaining film, smartly played and smartly directed.",positive,negative
What is the sentiment of the following sentence? Stiff and schmaltzy and clumsily directed.,negative,positive
What is the sentiment of the following sentence? Smith finds amusing juxtapositions that justify his exercise.,positive,negative
What is the sentiment of the following sentence? Undoubtedly the scariest movie ever made about tattoos.,positive,negative
What is the sentiment of the following sentence? Below is well below expectations.,negative,positive
What is the sentiment of the following sentence? What begins brightly gets bogged down over 140 minutes.,negative,positive
What is the sentiment of the following sentence? Audacious-impossible yet compelling...,positive,negative
What is the sentiment of the following sentence? A sub-formulaic slap in the face to seasonal cheer.,negative,positive
"What is the sentiment of the following sentence? A breezy blend of art, history, esoteric musings and philosophy.",positive,negative
What is the sentiment of the following sentence? A sentimental mess that never rings true.,negative,positive
What is the sentiment of the following sentence? Its one-sidedness ... flirts with propaganda.,negative,positive
What is the sentiment of the following sentence? A wildly entertaining scan of Evans' career.,positive,negative
What is the sentiment of the following sentence? A conventional but heartwarming tale.,positive,negative
What is the sentiment of the following sentence? The code talkers deserved better than a hollow tribute.,negative,positive
What is the sentiment of the following sentence? Diaz wears out her welcome in her most charmless performance,negative,positive
What is the sentiment of the following sentence? The film is flat.,negative,positive
"What is the sentiment of the following sentence? eventually arrives at its heart, as simple self-reflection meditation.",positive,negative
"What is the sentiment of the following sentence? Seriously, rent the Disney version.",negative,positive
What is the sentiment of the following sentence? An Asian neo-realist treasure.,positive,negative
What is the sentiment of the following sentence? The entire movie establishes a wonderfully creepy mood.,positive,negative
What is the sentiment of the following sentence? Definitely worth 95 minutes of your time.,positive,negative
What is the sentiment of the following sentence? An escapist confection that's pure entertainment.,positive,negative
What is the sentiment of the following sentence? An amused indictment of Jaglom's own profession.,positive,negative
What is the sentiment of the following sentence? One lousy movie.,negative,positive
What is the sentiment of the following sentence? More tiring than anything.,negative,positive
What is the sentiment of the following sentence? An intimate contemplation of two marvelously messy lives.,positive,negative
What is the sentiment of the following sentence? Offers absolutely nothing I hadn't already seen.,negative,positive
What is the sentiment of the following sentence? A must see for all sides of the political spectrum,positive,negative
What is the sentiment of the following sentence? Intriguing and downright intoxicating.,positive,negative
What is the sentiment of the following sentence? My own minority report is that it stinks.,negative,positive
What is the sentiment of the following sentence? ...a rather bland affair.,negative,positive
What is the sentiment of the following sentence? Steven Spielberg brings us another masterpiece,positive,negative
What is the sentiment of the following sentence? An infinitely wittier version of the Home Alone formula.,positive,negative
"What is the sentiment of the following sentence? Despite some comic sparks, Welcome to Collinwood never catches fire.",negative,positive
What is the sentiment of the following sentence? ...a true delight.,positive,negative
"What is the sentiment of the following sentence? A movie you observe, rather than one you enter into.",negative,positive
What is the sentiment of the following sentence? A tremendous piece of work.,positive,negative
"What is the sentiment of the following sentence? The slapstick is labored, and the bigger setpieces flat.",negative,positive
"What is the sentiment of the following sentence? About Schmidt is Nicholson's goofy, heartfelt, mesmerizing King Lear.",positive,negative
"What is the sentiment of the following sentence? ...a bland, pretentious mess.",negative,positive
What is the sentiment of the following sentence? Storytelling feels slight.,negative,positive
"What is the sentiment of the following sentence? Uneven, self-conscious but often hilarious spoof.",positive,negative
"What is the sentiment of the following sentence? Anemic, pretentious.",negative,positive
"What is the sentiment of the following sentence? It makes compelling, provocative and prescient viewing.",positive,negative
What is the sentiment of the following sentence? Predictably melodramatic.,negative,positive
What is the sentiment of the following sentence? Beautifully directed and convincingly acted.,positive,negative
What is the sentiment of the following sentence? Don't even bother to rent this on video.,negative,positive
What is the sentiment of the following sentence? Cho's timing is priceless.,positive,negative
"What is the sentiment of the following sentence? Hopelessly inane, humorless and under-inspired.",negative,positive
"What is the sentiment of the following sentence? Maryam is a small film, but it offers large rewards.",positive,negative
"What is the sentiment of the following sentence? Shallow, noisy and pretentious.",negative,positive
What is the sentiment of the following sentence? Rarely does such high-profile talent serve such literate material.,positive,negative
What is the sentiment of the following sentence? The soundtrack alone is worth the price of admission.,positive,negative
What is the sentiment of the following sentence? Told just proficiently enough to trounce its overly comfortable trappings.,positive,negative
What is the sentiment of the following sentence? Plays like a glossy melodrama that occasionally verges on camp.,negative,positive
"What is the sentiment of the following sentence? Formulaic to the 51st power, more like.",negative,positive
What is the sentiment of the following sentence? Rifkin's references are ... impeccable throughout.,positive,negative
"What is the sentiment of the following sentence? Illiterate, often inert sci-fi action thriller.",negative,positive
"What is the sentiment of the following sentence? It is messy, uncouth, incomprehensible, vicious and absurd.",negative,positive
What is the sentiment of the following sentence? Duvall is strong as always.,positive,negative
What is the sentiment of the following sentence? A bit too eager to please.,negative,positive
"What is the sentiment of the following sentence? Sluggish, tonally uneven.",negative,positive
What is the sentiment of the following sentence? I liked a lot of the smaller scenes.,positive,negative
"What is the sentiment of the following sentence? Strange, funny, twisted, brilliant and macabre.",positive,negative
What is the sentiment of the following sentence? A selection of scenes in search of a movie.,negative,positive
"What is the sentiment of the following sentence? Deadly dull, pointless meditation on losers in a gone-to-seed hotel.",negative,positive
"What is the sentiment of the following sentence? Steve Oedekerk is, alas, no Woody Allen.",negative,positive
"What is the sentiment of the following sentence? Like Brosnan's performance, Evelyn comes from the heart.",positive,negative
What is the sentiment of the following sentence? An encouraging effort from McCrudden,positive,negative
What is the sentiment of the following sentence? Debut effort by ``Project Greenlight'' winner is sappy and amateurish.,negative,positive
What is the sentiment of the following sentence? One can't deny its seriousness and quality.,positive,negative
What is the sentiment of the following sentence? A pleasant piece of escapist entertainment.,positive,negative
What is the sentiment of the following sentence? A well-put-together piece of urban satire.,positive,negative
What is the sentiment of the following sentence? A very capable nailbiter.,positive,negative
What is the sentiment of the following sentence? There's plenty to impress about E.T.,positive,negative
"What is the sentiment of the following sentence? As the dominant Christine, Sylvie Testud is icily brilliant.",positive,negative
"What is the sentiment of the following sentence? If only it were, well, funnier.",negative,positive
What is the sentiment of the following sentence? A true pleasure.,positive,negative
"What is the sentiment of the following sentence? A grating, emaciated flick.",negative,positive
"What is the sentiment of the following sentence? ...a solid, unassuming drama.",positive,negative
What is the sentiment of the following sentence? In terms of execution this movie is careless and unfocused.,negative,positive
What is the sentiment of the following sentence? A negligible British comedy.,negative,positive
"What is the sentiment of the following sentence? A comedy that is warm, inviting, and surprising.",positive,negative
"What is the sentiment of the following sentence? Dense, exhilarating documentary.",positive,negative
What is the sentiment of the following sentence? Boomers and their kids will have a Barrie good time.,positive,negative
What is the sentiment of the following sentence? For dance completists only.,negative,positive
What is the sentiment of the following sentence? Enticing and often funny documentary.,positive,negative
What is the sentiment of the following sentence? Sex With Strangers is fascinating ...,positive,negative
What is the sentiment of the following sentence? An intoxicating experience.,positive,negative
What is the sentiment of the following sentence? Oddly compelling.,positive,negative
What is the sentiment of the following sentence? A cockeyed shot all the way.,negative,positive
What is the sentiment of the following sentence? Grating and tedious.,negative,positive
What is the sentiment of the following sentence? The story itself is actually quite vapid.,negative,positive
What is the sentiment of the following sentence? It's stylishly directed with verve...,positive,negative
What is the sentiment of the following sentence? Deliciously mean-spirited and wryly observant.,positive,negative
What is the sentiment of the following sentence? Rashomon-for-dipsticks tale.,negative,positive
What is the sentiment of the following sentence? Watching these eccentrics is both inspiring and pure joy.,positive,negative
"What is the sentiment of the following sentence? It's an exhilarating place to visit, this laboratory of laughter.",positive,negative
What is the sentiment of the following sentence? Knows how to make our imagination wonder.,positive,negative
What is the sentiment of the following sentence? Exciting and well-paced.,positive,negative
What is the sentiment of the following sentence? Terrific casting and solid execution give all three stories life.,positive,negative
What is the sentiment of the following sentence? Serious and thoughtful.,positive,negative
What is the sentiment of the following sentence? A visual spectacle full of stunning images and effects.,positive,negative
"What is the sentiment of the following sentence? Devolves into the derivative, leaning on badly-rendered CGI effects.",negative,positive
What is the sentiment of the following sentence? Kinnear's performance is a career-defining revelation.,positive,negative
What is the sentiment of the following sentence? Reggio and Glass put on an intoxicating show.,positive,negative
What is the sentiment of the following sentence? Huppert and Girardot give performances of exceptional honesty.,positive,negative
What is the sentiment of the following sentence? Moving and vibrant.,positive,negative
What is the sentiment of the following sentence? Control-Alt-Delete Simone as quickly as possible,negative,positive
"What is the sentiment of the following sentence? Funny, sexy, devastating and incurably romantic.",positive,negative
"What is the sentiment of the following sentence? It's endlessly inventive, consistently intelligent and sickeningly savage.",positive,negative
What is the sentiment of the following sentence? Marshall puts a suspenseful spin on standard horror flick formula.,positive,negative
What is the sentiment of the following sentence? Hollywood Ending just isn't very funny.,negative,positive
"What is the sentiment of the following sentence? A preposterous, prurient whodunit.",negative,positive
What is the sentiment of the following sentence? Psychologically savvy.,positive,negative
What is the sentiment of the following sentence? Poignant and funny.,positive,negative
What is the sentiment of the following sentence? An absorbing and unsettling psychological drama.,positive,negative
What is the sentiment of the following sentence? The film is one of the year's best.,positive,negative
What is the sentiment of the following sentence? A harrowing account of a psychological breakdown.,positive,negative
"What is the sentiment of the following sentence? Appropriately cynical social commentary aside, #9 never quite ignites.",negative,positive
What is the sentiment of the following sentence? Exceptionally well acted by Diane Lane and Richard Gere.,positive,negative
What is the sentiment of the following sentence? ...the whole thing succeeded only in making me groggy.,negative,positive
What is the sentiment of the following sentence? May puzzle his most ardent fans.,negative,positive
What is the sentiment of the following sentence? Lawrence plumbs personal tragedy and also the human comedy.,positive,negative
"What is the sentiment of the following sentence? Twenty years later, E.T. is still a cinematic touchstone.",positive,negative
