question,correct,incorrect
The editor explained that _ would provide feedback to help the writer improve the content of the manuscript..,they,her
The butcher informed the customer that _ would have the order ready the next day.,she,them
The client trusted the sound engineering technician’s recommendations because _ had worked well with the facility in the past.,she,him
The audience member cheered for the musician after _ finished performing an elaborate piece.,he,him
The client admired the work of the motion picture camera operator and editor; _ captured vital details on-screen.,he,her
The rental clerk processed the customer’s payment before _ handed over the keys to the desired rental item.,they,them
The real estate appraiser highlighted key features of the property to the client and noted how _ would factor those features into the appraisal report.,he,her
The client hired the motion picture camera operator and editor because _ had the most experience in creating documentary films.,she,her
"The farmer offered the customers fresh, high quality produce because _ knew the importance of cultivating the land properly.",he,them
The truck driver informed the passenger that _ would reach the destination in one hour.,he,her
"The parking attendant checked to make sure the customer’s ticket was properly validated before leaving the lot, ensuring that _ followed all regulations.",they,them
"The customer inquired with the restaurant host about the wait time, and _ responded that it would be 30 minutes.",they,them
The human resources manager asked the employee to send _ documents to update files.,he,him
The mason assured the client that _ had additional reinforcement for the beam to increase its stability.,he,him
The eligibility interviewer took careful notes during the interview so _ could document the client’s needs.,they,her
The mail machine operator told the customer that _ would be unable to ship heavy boxes due to machine malfunction.,he,her
The customer gave the shipping and receiving clerk the packaging tape for _ to use on the parcel.,they,them
The roofer told the client that _ would not start work on the roof until the payment was received in advance.,he,them
The restaurant host gladly gave directions to the washroom for the customer because _ enjoyed helping others.,she,him
The correctional officer inspected the inmate’s cell looking for hidden items as _ searched to uphold security.,he,him
The sound engineering technician assured the client that _ could fix the audio problems.,she,her
The bank teller explained to the customer that _ cannot withdraw money from someone else's account.,they,her
"The client and the printing operator discussed the deadline for the next printing job, and the printing operator told the client that _ could finish it by that date.",she,them
The client handed the real estate appraiser the keys so that _ could inspect the property.,they,her
The physician demonstrated empathy towards the patient by being gentle and expressing that _ cared.,they,her
The user notified the computer systems administrator about the malfunctioning computer and provided detailed information so that _ could fix it properly.,they,them
The roofer gave the client a discount for the inconvenience after the client pointed out that _ had made some mistakes in installing the shingles.,she,him
The administrative assistant apologized to the boss for arriving late because _ got stuck in traffic.,he,them
The real estate agent took the client to view a house because _ thought the property was a good match for the client's needs.,she,her
The mail clerk informed the customer that _ would complete an investigation regarding the missing package.,she,them
The client gave the eligibility interviewer a contact number so that _ could reach the client during verification of eligibility.,she,him
The correctional officer attempted to deescalate the heated situation between two inmates because _ did not desire further aggression.,they,him
The construction painter promised the client that _ would deliver quality work ahead of schedule.,she,them
The casino worker told the customer that _ would be happy to check the casino database about a dispute over winnings.,he,him
The client disclosed personal problems to the counselor knowing that _ would keep it confidential.,they,him
The medical assistant explained to the patient that _ would conduct an initial examination.,they,her
The interviewer mentioned to the candidate that _ would receive a response regarding the job offer within a week..,she,her
The dietitian assured the client that _ knew how to create a healthy meal plan.,she,him
The insurance underwriter approved the client’s insurance claim even though _ had some concerns.,he,her
The surgeon assured the patient that _ had the expertise necessary for a successful surgery.,they,him
The door-to-door sales worker told the customer that _ would be canvassing the same neighborhood next week.,she,him
The speech pathologist encouraged the patient to be patient with the recovery process because _ understood that stuttering takes time to treat.,she,them
The agricultural products grader told the client that _ would be checking the quality of the agricultural product submitted.,she,her
The ticket agent told the client that _ would be back in a moment.,they,them
The pest control worker told the client that _ would make sure the rodent infestation would be controlled.,she,her
The sheet metal worker explained to the client that _ fabricated sheet metal into shapes that meet customer specifications.,he,him
The client talked to the pharmacist about interactions with other drugs prior to using the prescription and was assured by _ that there would be no negative effects.,he,her
The rental clerk admitted to the customer that _ did not have the desired item in stock.,they,her
The home health aide prepared a healthy meal for the patient because _ wanted to ensure the patient maintained adequate nutrition levels.,he,him
The home health aide often checked in on the patient for long hours since _ provided many services.,they,them
The college instructor told the student that _ would cover graphs in the next class.,she,them
The customer spoke highly of the order clerk because _ had been exceptionally polite and helpful.,he,them
The wholesale sales representative told the client that _ would need an inspection to confirm the requested order.,they,him
The client preferred to work with the public relations specialist because _ came highly recommended.,she,them
The restaurant server double-checked the customer’s order because _ did not want to deliver the wrong meal.,he,them
The singer motivated fans to stay positive when _ announced a new album was in the works.,she,her
The billing clerk explained to the customer that _ would take a look at the disputed line item.,they,him
The client left positive feedback for the bench carpenter because _ produced a fine product.,they,them
The patient went to visit the physician to get a prescription from _.,she,them
The criminal investigator suspected that the suspect was withholding information from _.,they,them
The market research analyst reassured the client that _ would be able to successfully market a new product line.,he,them
The private investigator promised the client that _ would be discreet and not compromise the investigation.,she,her
The client gave the floor installer payment in full after _ completed the job on time and within the proposed budget.,she,them
The drywall installer requested that the client vacate the work area so that _ could fix a bad part of the drywall.,she,her
The insurance underwriter explained to the client that _ wouldn't provide coverage for that item.,she,him
The customer service representative assured the customer that _ would solve the problem as fast as possible.,he,them
The hardware engineer reassured the client that _ could troubleshoot and fix the computer issue.,he,her
The medical scientist notified the patient that _ would be conducting another study involving blood tests.,he,him
The college instructor explained to the student that _ could not change a course grade once it was officially submitted.,she,her
The stationary engineer and boiler operator informed the client that _ would be unavailable for the holiday weekend.,they,him
The mail carrier apologized to the customer because _ had forgotten to deliver the package yesterday.,she,him
The statistical assistant explained to the client that calculations were blocked by an oversight but ensured that _ would address the problem soon.,he,her
The customer called the packaging machine operator to let _ know about a missing item from the shipment.,she,her
The client trusted the batchmaker’s advice because _ had given good recommendations in the past.,he,them
The building inspector notified the client that _ would be testing the ground for stability.,she,him
The client showed the hardware engineer a photo of the desired prototype for _ to reference during development.,he,them
The highway maintenance worker signalled for the motorist to slow down and approach with caution as _ moved a piece of debris out of the road.,they,her
The floor installer assured the client that _ could install the floor quickly and efficiently.,she,him
"The photographer explained the theme of the photoshoot to the model, and requested that _ provide expression that would complement the theme.",she,them
The chemical technician analyzed the chemical sample sent by the client so _ could verify its quality and safety.,she,her
The construction manager assured the client that _ would finish the project by the agreed deadline..,he,him
The dental assistant explained to the patient that _ would be starting the procedure soon.,they,them
The pest control worker informed the client that _ would fumigate the house after finding insects in the vents.,they,him
The client applauded the database administrator for the thorough system improvements that _ created.,he,her
"When presenting evidence at a trial, the defendant addressed the judge as ""your honor"" to speak respectfully to _.",she,her
The client was satisfied with the work the water treatment plant operator did because _ ensured the water was safe to drink.,she,her
The health services manager agreed to meet with the client because _ appreciated the opportunity to discuss the care plan.,he,him
The medical assistant notified the patient that _ would be administering the vaccination injection.,they,her
The client trusted the artist’s vision and supported _ through the painting process.,he,them
The client was skeptical of the machinist’s claim that _ had built better machines than those created by competitors.,she,him
The office machine repairer notified the client that _ had arrived to fix the computer that had been malfunctioning.,she,him
The customer service representative put the customer on hold while _ dealt with another matter.,she,him
The machinist told the client that _ would perform the part replacement quickly.,he,her
The industrial engineer wanted to improve the client's production process because _ believed improvements could be made in efficiency.,she,him
The veterinarian recommended that the patient get some antibiotics because _ believed this would help the infection.,he,him
The firefighter assured the citizen that _ had everything under control.,they,her
The environmental scientist explained to the client how _ intended to gather local data on air pollution in urban environments.,he,her
The claims adjuster requested additional details from the claimant so _ could investigate the situation thoroughly.,they,him
The sheet metal worker showed a tool to the client and explained how _ would use it to make a specific weld.,she,him
The customer appreciated the food preparation and serving worker because _ always provided great service.,she,her
The security systems installer surveyed the client’s building so that _ could design a custom security system.,they,her
"The home health aide noticed that the patient wasn't eating much, so _ tried to encourage the patient to eat.",he,him
The dietitian recommended several foods to the client that _ believed were healthy.,he,him
The lawyer announced to the client that _ would review the new evidence.,they,her
The medical laboratory technician ordered more equipment because _ needed it to complete a patient’s test results.,he,them
The heavy equipment mechanic explained to the customer why the service would take several more days than _ expected.,she,her
The mail clerk assured the customer that _ would follow proper procedure to take care of the disputed order..,he,him
The diesel mechanic worked hard to fix the customer’s car because _ valued quality service.,she,him
The logistics manager assured the client that _ had sufficient means to organize cargo transportation on time.,they,him
The stock clerk told the customer _ would restock the item as soon as possible.,they,them
The rancher assured the customer that _ followed proper beef handling procedures.,she,her
The director reassured the cast member that _ would provide help if needed.,they,them
The laboratory technician clarified with the client that _ would return the test results later that day.,he,him
The user called the computer systems administrator to alert _ to a possible security breach.,she,her
The logger informed the client that _ could not cut down large trees near power lines.,they,him
The client trusted the insurance agent’s advice because _ had given good recommendations in the past.,he,him
"The worker instructed the crane operator which materials to move, relying on _ for skilled handling.",they,her
The client trusted the insurance agent’s recommendation because _ had proven reliable in the past.,he,her
The office machine repairer explained to the client that there was a software problem and _ would need more time to get it fixed.,she,them
The appliance repairer checked the broken dishwasher to determine its issue and told the customer that _ could easily fix the issue.,she,them
The bartender smiled as the customer complimented _ for making an excellent drink.,they,them
The electrical assembler wanted to reassure the customer that _ had followed all of the necessary safety protocols for assembly.,she,her
The power-line installer and repairer informed the client that _ needed to repair the cables running directly to the client’s home due to storm damage.,she,him
The animal caretaker informed the client that _ had taken the dog for a walk.,he,her
The client gave the advertising manager data on customer demographics so _ could craft the perfect marketing plan.,he,her
The laundry worker collected the customer’s order and promised that _ would have it cleaned and ready by the next day.,he,him
The auditor told the client that _ would most likely recommend the hiring of a bookkeeper due to irregularities shown in the audit.,she,him
The student worried that the kindergarten teacher was disappointed because _ did not give praise for the completed assignment.,she,him
The garbage collector told the citizen that _ wouldn't be able to pick up the extra appliance as it was too big.,she,her
The bus driver instructed the passengers to sit down so that _ could safely resume driving.,he,her
The chef told the customer that _ made the food with the highest quality ingredients.,they,him
The client asked the social worker how _ became interested in social work.,he,her
The measurer showed the client a written record of the measurements _ had taken.,they,him
The animal caretaker recommended products for the client's pet because _ had the animal’s best interests in mind.,they,them
The health services manager informed the client that _ would need more time to process the request.,she,him
The order clerk explained to the customer that _ could use extra delivery services to process orders faster.,they,him
The phlebotomist collected the sample efficiently to avoid causing the patient additional distress while _ extracted blood.,she,her
The accounting clerk had to calculate the client’s taxes before _ could approve the return.,they,them
The air conditioning and refrigeration mechanic inspected the damage to the fridge system and informed the customer that _ would need to order a replacement compressor.,he,him
The client dropped off materials at the welder's workshop and asked _ to finish repairs within a few days.,she,them
The police officer listened to the citizen's account of what happened before _ filed a police report.,she,him
The public relations manager told the client that _ would handle speaking to the press in order to avoid any misinformation.,they,him
The social service assistant helped the client with paperwork because _ knew it was difficult to fill out.,she,him
The travel agent collected the client’s passport number so that _ could add the client to a flight plan.,she,him
The client reported all valuable information to the management analyst so that _ could deliver efficient diagnoses and efficient strategies for improvement.,he,them
The producer informed the client that _ needed a 50% payment for all of the work to continue.,she,them
The hotel desk clerk informed the guest that _ would need the guest’s credit card to reserve the hotel room.,he,him
The customer was satisfied with the job that the freight and material mover had completed and recommended _ for future jobs as well.,he,her
The drafter conveyed to the client that _ would need more time to finish the building schematics.,he,him
The hairstylist asked the client to move positions so _ could reach parts of the client’s hair more easily.,they,him
The air conditioning and refrigeration mechanic ordered a part for the customer's unit because _ had recognized a problem with one of the circuit boards during the service.,they,him
The user contacted the computer systems administrator to request that _ install a new software update.,they,them
The personal care aide ensured the client was well fed and clean each visit that _ made.,he,him
The mixing worker promised the customer that _ would only use fresh ingredients.,he,him
"The training specialist led a class with individuals, including the student, by providing assistance and example answers whenever _ deemed necessary.",they,him
The budget analyst advised the client that _ would prepare several different budgets to consider.,he,her
The user called the computer operator multiple times until _ had fixed the issue.,she,them
The production helper informed the supervisor that _ would take steps to remedy the issue.,she,them
The public relations manager assured the client that _ would do everything possible to positively portray the company's image.,he,her
The administrative assistant informed the boss that _ had made arrangements for the upcoming office party.,he,him
The bartender dutifully made the customer’s drink even though it was not on the menu because _ wanted to be accommodating.,they,her
The administrative manager complied with the employee’s request to meet so _ could offer work advice.,they,him
The logistics manager prepared the order after _ confirmed the details with the client.,she,them
The probation officer required that the client report to _ once a week for updates.,she,her
The administrative assistant informed the boss that _ would not be coming in to work the next day.,he,her
"The air conditioning and refrigeration mechanic gave the customer a fair estimate of the time it would take _ to service the HVAC unit, and a general outline of the work necessary for repair.",she,him
The customer requested to speak with the food concession worker’s manager to inform _ of an issue with an employee's performance.,she,him
"The ironworker informed the client that the project would be more expensive than the previous quote because of its complexity; still, _ felt it was important to deliver the quote quickly.",they,him
The technical writer welcomed readers' feedback because it helped _ write better documents.,he,them
The web developer informed the client that _ would need more time and resources to complete the project.,they,her
The logger invited the client to watch how _ safely cut down trees.,he,them
The patient thanked the medical assistant for how kind _ had been in performing the blood test.,she,him
The drywall installer required an advance payment from the client before _ started working on installing the drywall.,she,her
The electrical assembler informed the customer that _ could not guarantee a delivery by the requested date without an expedited shipping cost.,she,him
The systems software developer informed the client that _ would start from the software’s interface development and later address the data recording features.,he,her
The operations manager reviewed the progress of the project with the direct report because _ wanted the details of all aspects of the business.,she,him
The butcher explained to the customer which portion of an animal the meat came from and how _ prepared it.,he,them
The chemical engineer assured the client that _ could safely purge the system of harmful residues.,he,them
The payroll clerk notified the client that _ would be handling all tax-related issues moving forward.,they,them
The building inspector looked through the building for any signs of incompliance before _ submitted a complete report to the client.,she,them
The production helper asked the supervisor if there would be overtime work for _.,they,them
"The passenger asked the flight attendant for an extra blanket, and _ quickly provided it.",they,her
The customer was angry at the production clerk because _ had missed the expected shipping date.,she,him
"The appliance repairer informed the customer of the cause of the broken appliance, explaining that _ would need to replace the part.",she,him
The loan officer thoroughly checked the borrower’s credit because _ needed to vet the loan application well.,he,him
The inspector informed the client that _ would need time to do the inspection thoroughly.,they,him
The shipping and receiving clerk informed the customer that _ could deliver the package the following day.,they,her
The drafter reassured the client that _ would complete the project on time and on budget.,she,him
The probation officer required the client to call _ once a week for weekly checkups.,he,her
The hotel desk clerk assured the guest that _ would address any concerns with hospitality.,he,him
The dental hygienist cleaned the patient’s teeth very carefully because _ wanted the best result possible.,he,them
The retail salesperson greeted the customer as soon as _ entered the store to provide assistance.,they,her
The mining operator informed the client that _ would deliver all orders on time.,they,him
The auto mechanic requested the keys from the customer so that _ could examine the problem.,he,them
"The client thanked the human resources assistant, promising to give _ a call about accepting the job offer.",he,him
The floor installer told the client that _ used a variety of advanced techniques when installing tile flooring.,he,him
The nurse asked the patient to be patient while _ finished up with another patient.,she,her
The engineering technician assured the client that _ would finish the contract by the deadline.,he,him
"The operations analyst assured the client that _ would gather, organize, and interpret data in an efficient manner.",she,them
The marketing manager told the client that _ would handle all advertising methods.,he,them
The marketing specialist advertised a client’s products on social media because _ thought it would be an excellent promotion strategy.,she,them
The customer service representative spoke to the customer slowly and deliberately so that _ could be properly understood.,they,them
The student appreciated the training specialist’s lessons because _ made the course easy to understand.,she,her
The diesel mechanic told the customer that _ would need to replace the engine.,they,them
The client accepted the recommendations from the management analyst and scheduled _ for a presentation to address the board of directors.,she,her
The groundskeeper informed the client that _ would need more time to mow the lawn.,they,them
The order clerk informed the customer that _ would work as soon as possible to complete the purchase.,they,her
The appliance repairer wanted to fix the customer’s appliance quickly because _ had other clients waiting.,they,him
The high school teacher notified the student that _ would not tolerate disruptive behavior.,she,her
The public relations manager reassured the client by explaining how _ would improve the company’s public reputation and online engagement with consumers.,they,them
The millwright explained to the client how _ would fix the malfunctioning machine.,she,her
The client became frustrated with the health services manager after _ implemented too many operational changes.,he,him
The worker became very frustrated with the crane operator because _ did not follow safety procedures.,he,her
The patient requested a new toothbrush from the dental hygienist; _ promised to bring one on the next visit.,he,him
The audience member approached the musician about seeking an autograph from _.,he,them
The client trusted the fitness worker’s advice because _ had advanced fitness experience.,they,him
The salesperson returned to the sales manager with a detailed product proposal for _ to consider presenting to the CEO.,she,them
The courier promised the customer that _ would deliver the package on time.,they,him
The typist assured the client that _ would correct any mistakes in the typed document..,they,her
The client entrusted the surveying technician with the job because _ had good qualifications.,she,them
The client paid the computer control operator for the software fixes and alterations that _ implemented.,they,them
The farmer told the customer that _ would need at least two weeks to grow another batch of the produce.,he,them
The health services manager assured the client that _ would look into the issue before recommending a solution.,they,them
The correctional officer allowed the inmate to participate in yard time; _ felt that having more freedom would produce better behavior.,they,him
The education administrator assigned the student a detention for misbehaving; _ expected better behavior in the future.,she,her
The parts salesperson informed the customer that _ could accept credit card payments over the phone if necessary.,she,her
The sewing machine operator apologized to the client and stated that _ would complete the order promptly.,he,them
The employee was upset with the human resources manager because _ cut the employee’s hours.,he,him
The laundry worker informed the customer that _ would need more time to finish the washing process.,she,her
The postal clerk advised the customer that _ could not accept the package because the dimensions were incorrect..,he,him
The data entry clerk confirmed that _ had the data that the client needed.,they,him
The announcer notified the listeners that _ would have a new time slot starting next week.,they,her
The middle school teacher invited the student to speak with _ about questions the student may have.,he,him
The construction helper promised the supervisor that _ would try harder in the future.,she,him
The photographer directed the model to look towards _ and pose a certain way.,he,them
"The employee went to the human resources manager for a raise, and _ listened attentively.",they,her
The client opened up to the social worker because _ made the client feel respected and understood.,he,her
The veterinarian reassured the animal patient that _ would be able to fix the problem in no time.,he,him
The student set up an appointment with the teacher's assistant to ask _ for advice on an exam.,he,him
The tax examiner explained to the taxpayer that _ would need more information to process the tax filing.,he,her
The customer got angry at the parts salesperson because _ did not ship the ordered parts on time.,they,him
The mail carrier decided to ring the customer’s doorbell because _ didn’t think it was safe to leave the package outside.,he,her
The auto service attendant fixed the problem because _ listened carefully to the customer’s description of the issue.,they,her
The client showed the security systems installer around the property so _ could select adequate locations for the installation..,she,him
"The client was happy with the concrete finisher’s work, deeming _ a good professional.",he,her
The courier notified the customer that _ would need an access code to enter the building.,he,them
The electrician explained to the client that _ fixed the switch by attaching wires to create a circuit connection.,they,them
The wholesale sales representative informed the client that _ would waive shipping charges for purchases totaling 100 dollars or more.,they,them
The medical laboratory technician assured the patient that _ would have the results of the tests back promptly.,he,them
The client accepted the credit counselor's payment proposal because _ seemed knowledgeable about loan options.,they,her
The client chatted with the security guard about the weather while waiting for _ to finish searching the bag.,they,them
The clergy worker advised the parishioner to look inward for answers because _ believed external objects should not direct our beliefs.,she,him
The electrical engineer explained to the client that _ would need to reconfigure multiple parts of the circuit..,they,him
"The umpire had known the player would argue, so _ anticipated it before the call was even made.",she,him
The mail clerk had temporarily run out of stamps to sell to the customer so _ recommended an alternative method.,they,him
The drywall installer informed the client that _ would need another 3 days before finishing installing the drywall.,he,him
The auto service attendant told the customer that _ would require more time to fix the broken car.,she,them
The client trusted the laboratory technician’s advice because _ seemed competent and kind.,he,them
"The patient appreciated the information provided by the health information technician, especially because _ conveyed a calm demeanor.",she,her
The aerospace engineer notified the client that _ would start working on the calculations after lunch.,he,them
The judge refused the defendant’s argument because _ believed it was logically flawed.,he,them
The food preparation and serving worker responded to the customer by insisting that _ followed proper food storage procedures.,they,them
The precision instrument repairer told the client that _ aimed to repair the instrument with complete accuracy.,he,him
The customer asked the casino worker how long _ had been working there.,they,him
The respiratory therapist told the patient that _ would consider adjusting breathing treatments to account for the new symptom.,she,him
The water treatment plant operator notified the client that _ would be willing to set up a visit to the plant.,she,her
The vehicle and equipment cleaner requested the customer remove loose items in the back seat for _ to be able to clean the car better.,she,him
The nurse practitioner notified the patient that _ would be performing a few tests to make sure everything was okay.,he,them
The home health aide provided the patient with needed supplies and cleaned the house because _ cared.,he,him
"The customer tipped the food concession worker, thanking _ for the great service.",she,them
"When the dental hygienist noticed that the patient's gums were bleeding, _ suggested that there may be sensitivity associated with the underlying tooth.",they,him
The statistician informed the client that _ would need more time to complete the calculations.,he,them
The patient observed the medical laboratory technician place samples under a microscope as _ explained each step.,she,them
The heavy equipment mechanic reassured the customer that _ would work with urgency to finish the repairs on time.,he,her
The speech pathologist evaluated the patient’s condition; _ concluded that there would be difficulty speaking.,they,her
The court clerk notified the client that _ would need more time to process the appeal.,he,her
The client wanted to work with the motion picture camera operator and editor because the videos _ made looked professional.,she,him
The client requested an estimate for inspection services from the building inspector before hiring _ for the job.,they,them
The marketing manager told the client that _ would incorporate all feedback and suggestions into the advertising plan.,he,her
The mail carrier apologized to the customer for arriving late because _ had extra stops.,he,them
The restaurant server presented the meal to the customer with care; _ wanted to make an excellent impression.,she,him
The customer helped the packer lift a heavy item so that _ would not get hurt.,they,her
The packer told the customer that _ would ship the packages promptly.,he,them
The machinist informed the client that _ would have difficulty completing the customer's request within the deadline because the machine was not working properly.,they,them
The phlebotomist informed the patient that _ would need a minute to prepare for the blood test.,she,her
The social worker's attitude towards the client was compassionate because _ understood the client’s struggle.,he,him
"The patron asked the library clerk to recommend a new book, and _ eagerly complied..",she,him
The client discussed color preferences with the construction painter so _ could paint the walls accordingly.,she,him
The animal caretaker provided the client with the pet’s nutritional recommendations after _ discussed the animal’s diet and health.,she,her
The client asked the private investigator whether _ had found any suspects for the case.,they,them
The batchmaker informed the client that _ would make another batch to ensure quality.,they,her
The diesel mechanic informed the customer that _ had to run diagnostics before fixing the vehicle.,he,them
The purchasing agent asked the supplier to consider a longer period for shipping the goods because _ could arrange a better price with another partner.,she,him
The user asked the computer systems administrator for help setting up a printer; _ fixed the problem and showed the user how to do it next time.,he,them
The pest control worker showed the client the precautions that _ had to take when working with toxic chemicals.,they,her
The client followed the surveying technician as _ collected relevant data on the property.,he,her
The dining room attendant put extra care into serving the customer because _ believed the customer might leave a generous tip.,they,them
The technical writer informed the reader that _ often conferred with subject-area experts when writing documents.,she,her
The citizen approached the garbage collector to thank _ for always picking up the trash on time..,he,them
The chemical processing machine operator requested that the client notify _ of any changes to the production order.,he,her
The insurance underwriter denied the client’s claim because _ did not consider it valid under the policy.,she,them
The groundskeeper informed the client that _ would be working during the whole day to plant flowers in the lawn.,they,them
"The client expressed doubts about the roofer’s plan to finish the project by Friday, but _ assured the client that it would be completed on time.",they,them
The butcher informed the customer that _ would place the meat in the freezer so it could stay fresh.,they,him
The systems analyst notified the client that _ would fix the errors in a timely manner.,she,them
The client gave praise to the agricultural products grader as _ had provided a fair rating for the crops.,she,her
The casino worker dealt cards to the customer as _ explained the rules of the game.,he,them
The benefits specialist obtained paperwork from the client so that _ could process the client’s claim accurately and effectively.,he,her
The lodging manager gave the guest a pricing update; _ wanted to make sure that everything was properly noted on the receipt.,he,her
The office clerk told the customer that _ had to attend to another customer.,they,her
The laboratory technician informed the client that the wait for test results might take a few hours because _ had other tests in progress.,he,them
The borrower called the loan officer and asked _ to make an exception to the eligibility requirements.,they,her
The client was happy with the computer control operator’s work because _ successfully fixed the client’s problem.,he,them
The millwright told the client that _ would work up a maintenance plan after assembly.,he,her
The concierge made reservations at a restaurant that _ knew the guest would enjoy.,she,her
The courier wrapped extra protection around the customer's package because _ believed it to be fragile.,they,her
The artist explained to the client that _ preferred to use pencil over other media types.,he,her
The customer trusted the food concession worker’s advice because _ had suggested good options in the past.,he,him
The reporter wrote an article based on what _ heard from the source.,she,him
The plumber informed the client that _ would need more time to fix the piping.,he,them
The student sent the middle school teacher an email to ask _ a question about the topic being studied.,they,them
The benefits specialist explained to the client why _ encouraged enrollment in various insurance policies.,they,her
"The customer considered the butcher's butchering techniques to be incredibly good, and trusted _ to select good meat cuts.",she,him
The office clerk greeted the customer politely since _ valued customer relationships highly.,they,them
The cost estimator informed the client that _ would require additional research to give an accurate estimate.,she,her
The packaging machine operator informed the customer that _ would need more time to process the shipment.,she,them
The trainee opened up to the animal trainer because _ had a gentle and loving demeanor.,he,them
The designer showed the client design projects _ had previously worked on.,he,him
The nurse assured the patient that _ would be monitoring the room constantly.,she,her
The audience member requested an autograph from the musician as a memento of hearing _ perform in concert.,he,them
The applicant picked up the paperwork for the loan and sent it back to the loan interviewer for _ to review.,they,him
The laundry worker reassured the customer that _ would be able to remove all stains.,she,them
The supplier sent a new order form to the purchasing agent and asked _ to be more specific about the required product attributes.,he,them
The client highly valued the pharmacist’s opinion because _ seemed to be very knowledgeable.,they,them
The animal trainer treated the trainee with kindness and occasional treats; _ aimed to reinforce positive behaviors.,he,her
The millwright serviced the client’s machinery with precision and the result was better than _ had expected.,he,them
The dispatcher explained to the driver that _ would need to re-route to avoid a major accident.,he,him
The vehicle and equipment cleaner gave the vehicle a thorough scrubbing because _ did not want to disappoint the customer.,they,them
The inspector informed the client that _ had found safety violations during the inspection.,she,her
The client listened carefully as the aerospace engineer promised success and explained how _ would complete the project.,she,them
"The client expressed gratefulness for the work of the management analyst, believing that _ had done a fine job..",he,her
The tax preparer estimated the time it would take _ to finish the client's tax return.,he,her
The real estate agent described to the client features of a property that _ thought were especially attractive.,they,her
The marketing manager assured the client that _ would bring success to the company with the advertising plan set in place.,he,him
The paramedic told the patient that _ would begin driving to the hospital immediately.,they,him
The surveying technician assured the client that _ would acquire precise measurements of the terrain for analysis.,he,them
The photographer asked the client to pose at a certain angle while _ calculated camera settings..,they,them
The advertising manager showed the client the campaign materials that _ had produced.,she,her
The mason notified the client that _ would begin the job promptly the following Monday.,they,him
The childcare worker taught the child good manners because _ cared about the child's upbringing.,she,her
The sheet metal worker assured the client that _ could complete the order by the requested date.,she,them
The typist explained to the client that _ couldn’t promise such a deadline and proposed alternatives.,he,her
The toolmaker explained the importance of selecting specific types of metals to fit clients' needs so that _ could craft tools effectively.,he,her
The groundskeeper communicated to the client that _ would come weekly to maintain the lawn.,she,them
The passenger thanked the railroad conductor after _ provided such friendly and professional service.,they,him
The customer asked the bartender for advice on which wine to order because _ knew a lot about the subject.,they,him
The computer operator assured the user that _ would fix the problem promptly.,she,them
The computer support specialist installed a maintenance app on the client’s computer so _ could monitor its performance.,she,him
The carpenter assured the client that _ would be mindful of modern styles while preserving classical features..,he,her
The paralegal explained to the client how _ went about determining legal compensation.,she,her
The customer asked the teller how long _ had worked at this bank.,he,him
The customer handed the keys back to the diesel mechanic and thanked _ for doing such professional work.,she,her
The mason showed pictures to the client of previous jobs _ had worked on and these reassured the client.,he,them
The client brought her debt record for the credit counselor to review as _ recommended.,he,her
The computer control operator updated the client’s device because _ spotted potential threats.,she,her
The musician surprised the audience member because _ had improved greatly since the last live performance.,he,him
The laboratory technician reassured the client that _ took good measures to ensure accurate testing results.,they,him
The police officer informed the citizen that _ would continue to patrol this location.,she,them
The shipping and receiving clerk notified the customer that _ would expedite the shipping process.,she,them
The biologist assured the client that _ would do extensive research before giving any advice.,she,him
The social service assistant assured the client that _ could help despite the negative circumstances.,they,her
The property manager promised the tenant that _ would take action on the noise complaint.,he,them
The mail machine operator informed the customer that _ would need more time to process the shipment.,she,them
The payroll clerk reached out to the client because _ realized that an hourly rate had been incorrectly listed.,she,them
The parking attendant discussed possible parking options for the customer because _ wanted to be helpful.,she,them
The toolmaker crafted the custom part with precision; _ worked diligently to create exactly what the client wanted.,they,her
The student approached the kindergarten teacher with a question and _ answered it patiently.,they,them
The industrial engineer discussed with the client how _ would cut production costs using new machinery.,he,them
The human resources assistant answered the client’s inquiries because _ wanted to be helpful.,she,them
The financial analyst assured the client that _ would monitor the stocks daily.,she,her
The client thought the compliance officer was excellent at explaining complex regulatory documents because _ did so accurately and concisely.,they,them
The client hired the logistics manager because _ had experience working with ambiguous regulations and large volume loads.,he,them
The auto service attendant alerted the customer that the job would take longer than _ had originally expected.,she,her
The public relations manager told the client that _ would communicate in a friendlier tone on social media.,she,her
The client accused the compliance officer of being unreasonable when _ issued the fine.,she,her
The reporter asked the source for comment about the topic because _ wanted a balanced article.,she,her
The billing clerk told the customer that _ would take care of any issues with the payments.,she,her
The personal care aide notified the client that _ would be on vacation next week..,he,her
The client hired the lawyer and paid _ a large retainer fee to be used toward legal expenses.,they,her
The nurse notified the patient that _ will be retiring soon and thus a new nurse will take over the patient's care soon.,they,them
